admin2,admin3,admin4,partner,province,municipality,barangay,male_young,male_child,male_adult,male_senior,female_young,female_child,female_adult,female_senior,hh_males,hh_females,hh_total,confirm,vulnerabilities/single_headed,vulnerabilities/single_headed_sex,vulnerabilities/pregnant_lactating,vulnerabilities/disabled_ill_male,vulnerabilities/disabled_ill_female
PH175300000,PH175307000,PH175307001,Bahrain Red Crescent,Palawan,Busuanga,Bogtong,0,1,1,0,0,2,1,0,2,3,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,2,1,1,0,0,0,1,0,4,1,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,2,0,1,0,0,1,1,0,3,2,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,1,1,0,0,0,1,0,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,0,1,0,0,0,1,0,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,0,0,0,1,0,1,1,2,OK,no,n/a,1,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,1,0,1,0,0,1,0,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,0,2,0,1,0,1,3,4,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,3,1,0,1,0,1,0,5,2,7,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,3,0,0,0,0,1,0,3,1,4,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,1,1,0,0,0,1,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,0,0,0,0,0,1,1,1,2,3,OK,yes,female,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,1,1,0,1,0,1,0,3,2,5,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,0,1,0,1,0,1,0,2,2,4,OK,no,n/a,1,0,0
PH083700000,PH083747000,PH083747127,IFRC,Leyte,Tacloban City,Barangay 93,0,0,0,1,0,0,0,2,1,2,3,OK,no,n/a,0,0,1
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,0,1,1,0,0,0,0,2,0,2,OK,yes,male,0,0,0
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,1,1,1,0,0,0,1,0,3,1,4,OK,no,n/a,0,0,0
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,1,2,3,0,1,1,2,0,6,4,10,OK,no,n/a,0,0,0
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,0,1,1,0,1,1,1,0,2,3,5,OK,no,n/a,0,0,0
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,0,0,1,0,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,1,0,1,0,0,0,1,0,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746014,IFRC,Leyte,Tabontabon,District II Poblacion,0,0,2,0,0,0,2,0,2,2,4,OK,no,n/a,0,0,0
PH083700000,PH083746000,PH083746013,IFRC,Leyte,Tabontabon,District I Poblacion,0,1,0,0,0,1,2,0,1,3,4,OK,yes,female,0,0,0
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,1,0,1,0,0,0,1,0,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,1,1,1,0,1,1,1,0,3,3,6,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,0,0,1,0,0,0,1,0,1,1,2,OK,no,n/a,1,0,0
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,1,0,1,0,1,0,1,0,2,2,4,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,0,1,1,0,0,0,0,0,2,0,2,OK,yes,male,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,0,2,0,2,1,1,0,2,4,6,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,1,0,2,0,1,1,2,0,3,4,7,OK,no,n/a,0,1,1
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,0,1,1,0,0,2,1,0,2,3,5,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,1,0,1,1,0,0,1,0,3,1,4,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,0,1,1,0,0,1,1,0,2,2,4,OK,no,n/a,0,0,1
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,1,0,1,0,0,0,1,0,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,1,1,1,0,0,3,0,3,3,6,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,2,0,0,0,0,0,1,2,1,3,OK,yes,female,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,2,0,1,0,0,0,1,3,1,4,OK,yes,male,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,0,2,1,0,0,1,1,3,2,5,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749014,Spanish Red Cross,Leyte,Tolosa,Doa Brigida,1,0,1,1,0,0,0,1,3,1,4,OK,no,n/a,0,1,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,0,1,1,0,0,0,1,2,1,3,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,1,0,2,0,0,0,1,0,3,1,4,OK,yes,male,0,0,1
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,1,0,1,1,0,0,0,1,3,1,4,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,1,2,0,0,2,1,0,3,3,6,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,1,0,0,0,1,1,2,1,1,5,6,OK,yes,female,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,0,2,1,0,0,1,1,3,2,5,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,0,0,1,0,0,1,1,0,1,2,3,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,1,0,0,1,1,1,1,1,4,5,OK,yes,female,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,1,2,1,0,0,1,1,0,4,2,6,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,0,3,0,0,1,1,0,3,2,5,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749011,Spanish Red Cross,Leyte,Tolosa,San Vicente,2,5,3,0,0,0,4,0,10,4,14,OK,no,n/a,0,0,0
PH083700000,PH083749000,PH083749015,Spanish Red Cross,Leyte,Tolosa,Imelda,0,0,0,0,0,0,0,1,0,1,1,OK,yes,female,0,0,1
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,0,0,2,1,0,0,0,0,3,0,3,OK,no,n/a,0,1,0
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,0,0,1,0,0,0,0,0,1,0,1,OK,yes,male,0,0,0
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,0,1,5,0,0,0,3,0,6,3,9,OK,yes,male,0,0,0
PH083700000,PH083749000,PH083749008,Spanish Red Cross,Leyte,Tolosa,Poblacion,0,0,1,0,2,1,0,1,1,4,5,OK,yes,male,0,0,0
